dataResourceUid,dataResourceName,images,dcterms:modified,dcterms:language,dcterms:license,rightsHolder,dcterms:accessRights,dcterms:bibliographicCitation,references,institutionID,collectionID,datasetID,institutionCode,collectionCode,datasetName,ownerInstitutionCode,basisOfRecord,informationWithheld,dataGeneralizations,dynamicProperties,occurrenceID,catalogNumber,recordNumber,recordedBy,individualCount,organismQuantity,organismQuantityType,sex,lifeStage,reproductiveCondition,behavior,establishmentMeans,occurrenceStatus,preparations,disposition,associatedMedia,associatedReferences,associatedTaxa,otherCatalogNumbers,occurrenceRemarks,organismID,organismName,associatedOccurrences,previousIdentifications,organismRemarks,materialSampleID,eventID,parentEventID,fieldNumber,eventDate,eventTime,startDayOfYear,endDayOfYear,year,month,day,verbatimEventDate,habitat,samplingProtocol,samplingEffort,sampleSizeValue,sampleSizeUnit,fieldNotes,eventRemarks,locationID,higherGeographyID,continent,waterBody,islandGroup,island,country,countryCode,stateProvince,county,municipality,locality,verbatimLocality,minimumElevationInMeters,maximumElevationInMeters,verbatimElevation,minimumDepthInMeters,maximumDepthInMeters,verbatimDepth,minimumDistanceAboveSurfaceInMeters,maximumDistanceAboveSurfaceInMeters,locationAccordingTo,locationRemarks,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,coordinatePrecision,verbatimCoordinates,verbatimLatitude,verbatimLongitude,verbatimCoordinateSystem,verbatimSRS,footprintWKT,footprintSRS,georeferencedDate,georeferenceProtocol,georeferenceSources,georeferenceVerificationStatus,georeferenceRemarks,geologicalContextID,earliestEonOrLowestEonothem,latestEonOrHighestEonothem,earliestEraOrLowestErathem,latestEraOrHighestErathem,earliestPeriodOrLowestSystem,latestPeriodOrHighestSystem,earliestEpochOrLowestSeries,latestEpochOrHighestSeries,earliestAgeOrLowestStage,latestAgeOrHighestStage,lowestBiostratigraphicZone,highestBiostratigraphicZone,lithostratigraphicTerms,group,formation,member,bed,identificationID,identificationQualifier,typeStatus,identifiedBy,dateIdentified,identificationReferences,identificationVerificationStatus,identificationRemarks,taxonID,scientificNameID,acceptedNameUsageID,parentNameUsageID,nameAccordingToID,namePublishedInID,taxonConceptID,raw_scientificName,scientificName,acceptedNameUsage,parentNameUsage,originalNameUsage,nameAccordingTo,namePublishedIn,namePublishedInYear,higherClassification,kingdom,phylum,class,order,family,genus,subgenus,specificEpithet,infraspecificEpithet,taxonRank,verbatimTaxonRank,scientificNameAuthorship,vernacularName,nomenclaturalCode,taxonomicStatus,nomenclaturalStatus,taxonRemarks,measurementDeterminedDate,recordedByID,identifiedByID,videos,species,subfamily,eventType,measurementRemarks,measurementValue,relationshipRemarks,superfamily,relationshipOfResource,measurementMethod,identifier,provenance,sounds,recordID,rights,source,measurementID,measurementType,measurementUnit,measurementDeterminedBy,measurementAccuracy,degreeOfEstablishment,relatedResourceID,images,dcterms:type
dr368,NSW BioNet Atlas,,2025-05-15T11:19:49.557+10:00,en,CC-BY 4.0 (Int),NSW Department of Primary Industries Forests,,BioNet Atlas of NSW Wildlife 20/05/2025 1:00 AM +10:00,,,,11,"NSW Dept of Planning, Industry and Environment",BioNet Atlas of NSW Wildlife,State Forests Biodata,NSW Department of Primary Industries Forests,HUMAN_OBSERVATION,,,"{""sourceDatasetName"":""State Forests Biodata"",""status"":""Valid and accepted without modification"",""observationType"":""Scat"",""mapSheetNumber"":""8724 - BOMBALA""}","urn:catalog:NSW Dept of Planning, Industry and Environment:BioNet Atlas of NSW Wildlife:SF-1256267",SF-1256267,SF-1256267,SFOBS-296,1,,,,,,,,PRESENT,,,,,,,occurrenceRemarks withheld,,,02a3a41f-207b-4714-8859-a7434fabbd4d,,,,SF-348933,,,1994-08-30T00:00:00Z,,242,242,1994,8,30,,,Compartment Traverse (State Forest Survey Type) (old type),,,,,,SF266854-1,,,,,,Australia,AU,New South Wales,BEGA VALLEY,,locality withheld,,,,,,,,,,,locationRemarks withheld,-36.554421,149.396007,EPSG:4326,100,1.0E-9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1242,1242,,,,,https://biodiversity.org.au/afd/taxa/c28d755d-229c-47d7-a6ea-7920f636f531,Wallabia bicolor,Wallabia bicolor,,,,,,,,Animalia,Chordata,Mammalia,Diprotodontia,Macropodidae,Wallabia,,bicolor,,species,,"Desmarest, 1804",Swamp Wallaby,ICZN,,,,,,,,Wallabia bicolor,,,,,,,,,,Published dataset,,02fe4638-87bd-4ee5-9201-a33271b6161d,Unknown,,,,,,,,,,Event
dr368,NSW BioNet Atlas,,2026-01-16T00:30:07.763+11:00,en,CC-BY 4.0 (Int),NSW National Parks and Wildlife Service,,BioNet Atlas of NSW Wildlife 20/01/2026 1:00 AM +11:00,,,,1155,"NSW Dept of Planning, Industry and Environment",BioNet Atlas of NSW Wildlife,DPIE Data from Scientific Licences dataset,NSW National Parks and Wildlife Service,HUMAN_OBSERVATION,,,,"urn:catalog:NSW Dept of Planning, Industry and Environment:BioNet Atlas of NSW Wildlife:SMKVI0332470",SMKVI0332470,,WONA-HO,1,,,,,,,,PRESENT,,,,,,,occurrenceRemarks withheld,,,f9f83f37-8343-490c-a6cb-0c94a68513ec,,,,,,,2026-01-08T00:00:00Z,21:11:05,8,8,2026,1,8,,,,,,,,,LMKVI0075702,,,,,,Australia,AU,New South Wales,BEGA VALLEY,,locality withheld,,,,,,,,,,,locationRemarks withheld,-36.554754,149.42697,EPSG:4326,10,1.0E-9,,,,,,,,,GPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1133,,,,,https://biodiversity.org.au/afd/taxa/5e2dc7c9-4cff-485b-9f71-5ed99c0c8d3e,Petauroides volans,Petauroides volans,,,,,,,,Animalia,Chordata,Mammalia,Diprotodontia,Pseudocheiridae,Petauroides,,volans,,species,,"(Kerr, 1792)",Southern Greater Glider,ICZN,,,,,,,,Petauroides volans,,,,,,,,,,Published dataset,,1231722c-a9c6-4ef8-9d77-8510a2c2c410,Unknown,,,,,,,,,,Event
dr368,NSW BioNet Atlas,,2025-05-15T11:19:49.557+10:00,en,CC-BY 4.0 (Int),NSW Department of Primary Industries Forests,,BioNet Atlas of NSW Wildlife 20/05/2025 1:00 AM +10:00,,,,11,"NSW Dept of Planning, Industry and Environment",BioNet Atlas of NSW Wildlife,State Forests Biodata,NSW Department of Primary Industries Forests,HUMAN_OBSERVATION,,,"{""sourceDatasetName"":""State Forests Biodata"",""status"":""Valid and accepted without modification"",""observationType"":""Tracks, scratchings"",""mapSheetNumber"":""8724 - BOMBALA""}","urn:catalog:NSW Dept of Planning, Industry and Environment:BioNet Atlas of NSW Wildlife:SF-677370",SF-677370,SF-677370,SFOBS-296,1,,,,,,,,PRESENT,,,,,,,occurrenceRemarks withheld,,,,,,,SF-230477,,,1900-01-01T00:00:00Z,,1,282,,,,,,Compartment Traverse (State Forest Survey Type) (old type),,,,,,SF177811-12,,,,,,Australia,AU,New South Wales,BEGA VALLEY,,locality withheld,,,,,,,,,,,locationRemarks withheld,-36.561081,149.400961,EPSG:4326,100,1.0E-9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1242,1242,,,,,https://biodiversity.org.au/afd/taxa/c28d755d-229c-47d7-a6ea-7920f636f531,Wallabia bicolor,Wallabia bicolor,,,,,,,,Animalia,Chordata,Mammalia,Diprotodontia,Macropodidae,Wallabia,,bicolor,,species,,"Desmarest, 1804",Swamp Wallaby,ICZN,,,,,,,,Wallabia bicolor,,,,,,,,,,Published dataset,,7b9a0381-109b-4d09-879d-d5e1e47b34d5,Unknown,,,,,,,,,,Event
dr368,NSW BioNet Atlas,,2012-11-22T07:19:31.153+11:00,en,CC-BY 4.0 (Int),NSW Department of Primary Industries Forests,,BioNet Atlas of NSW Wildlife 26/10/2016 3:00 AM +11:00,,,,11,NSW Office of Environment and Heritage,BioNet Atlas of NSW Wildlife,State Forests Biodata,NSW Department of Primary Industries Forests,HUMAN_OBSERVATION,,,"{""sourceDatasetName"":""State Forests Biodata"",""status"":""Valid and accepted without modification"",""observationType"":""Scat"",""mapSheetNumber"":""8724 - BOMBALA""}",urn:catalog:NSW Office of Environment and Heritage:BioNet Atlas of NSW Wildlife:SF-599887,SF-599887,SF-599887,SFOBS-149,1,,,,,,,,PRESENT,,,,,,,occurrenceRemarks withheld,,,7256926f-96c4-4338-8733-5a4819288b65|8bc62c2d-5120-437c-a8ba-86455aab1859|8ccd9135-bd2b-4af0-bd63-362b7e37277c|1fe9ae11-702d-4a6f-9fd5-9a3d19ce6230|8acae6f3-8a6b-4cf8-8b54-644b4040f0ad|a271abed-75f9-4787-be61-0c6d840e579d|675a6ded-a678-4039-908d-446fa2a597b2|36b418af-262e-4c25-bc17-249850c5dbc6|185c5c78-49be-462e-a6de-5abbf5780067|bc108911-470f-424e-9108-219874b9b28c|93899833-57d1-4299-9ab4-406dc0874325|ab235a3f-95e1-429e-b92e-15650d91a2a5|5fffcde8-1269-4070-a77c-f2aaabc15cc9|6f790ac4-f9d1-4cc4-a479-111bcf5e9978|1907eeff-ba9c-4c83-874c-7570353a3b0a|61000cee-fa29-49c7-812f-c39d5b608ca3|30d38ae4-e167-47fe-acc0-bfadc81ddbdf|33526ad8-044a-45d9-bd25-b15cc582e4ea|26535b92-d42e-4110-8de9-f3b4b2db7956|40400776-091b-4a83-9de8-62f2b9417043,,,,SF-215019,,,1994-09-05T00:00:00Z,,248,248,1994,9,5,,,,,,,,,SF162990-2,,,,,,Australia,AU,New South Wales,BEGA VALLEY,,locality withheld,,,,,,,,,,,,-36.55515,149.395639,EPSG:4326,10,1.0E-9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1113,1113,,,,,https://biodiversity.org.au/afd/taxa/ee2cb6a9-e17c-4ca7-8aef-76d69eb969ed,Trichosurus vulpecula,Trichosurus vulpecula,,,,,,,,Animalia,Chordata,Mammalia,Diprotodontia,Phalangeridae,Trichosurus,,vulpecula,,species,,"(Kerr, 1792)",Common Brushtail Possum,ICZN,,,,,,,,Trichosurus vulpecula,,,,,,,,,,Published dataset,,04e73d08-f1ad-49bc-82d4-b8e0c34ca33e,Unknown,,,,,,,,,,Event
dr368,NSW BioNet Atlas,,2025-05-15T11:19:49.557+10:00,en,CC-BY 4.0 (Int),NSW Department of Primary Industries Forests,,BioNet Atlas of NSW Wildlife 20/05/2025 1:00 AM +10:00,,,,11,"NSW Dept of Planning, Industry and Environment",BioNet Atlas of NSW Wildlife,State Forests Biodata,NSW Department of Primary Industries Forests,HUMAN_OBSERVATION,,,"{""sourceDatasetName"":""State Forests Biodata"",""status"":""Valid and accepted without modification"",""observationType"":""Scat"",""mapSheetNumber"":""8724 - BOMBALA""}","urn:catalog:NSW Dept of Planning, Industry and Environment:BioNet Atlas of NSW Wildlife:SF-597588",SF-597588,SF-597588,SFOBS-296,2,,,,,,,,PRESENT,,,,,,,occurrenceRemarks withheld,,,1d4af15b-709e-479d-b248-fea3ae9bceda,,,,SF-214402,,,1994-08-30T00:00:00Z,,242,242,1994,8,30,,,Compartment Traverse (State Forest Survey Type) (old type),,,,,,SF162373-2,,,,,,Australia,AU,New South Wales,BEGA VALLEY,,locality withheld,,,,,,,,,,,locationRemarks withheld,-36.560472,149.402115,EPSG:4326,10,1.0E-9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1242,1242,,,,,https://biodiversity.org.au/afd/taxa/c28d755d-229c-47d7-a6ea-7920f636f531,Wallabia bicolor,Wallabia bicolor,,,,,,,,Animalia,Chordata,Mammalia,Diprotodontia,Macropodidae,Wallabia,,bicolor,,species,,"Desmarest, 1804",Swamp Wallaby,ICZN,,,,,,,,Wallabia bicolor,,,,,,,,,,Published dataset,,a701a136-3726-4f37-94b0-1d7560c764fa,Unknown,,,,,,,,,,Event
dr368,NSW BioNet Atlas,,2025-05-15T11:19:49.557+10:00,en,CC-BY 4.0 (Int),NSW Department of Primary Industries Forests,,BioNet Atlas of NSW Wildlife 20/05/2025 1:00 AM +10:00,,,,11,"NSW Dept of Planning, Industry and Environment",BioNet Atlas of NSW Wildlife,State Forests Biodata,NSW Department of Primary Industries Forests,HUMAN_OBSERVATION,,,"{""sourceDatasetName"":""State Forests Biodata"",""status"":""Valid and accepted without modification"",""observationType"":""Scat"",""mapSheetNumber"":""8724 - BOMBALA""}","urn:catalog:NSW Dept of Planning, Industry and Environment:BioNet Atlas of NSW Wildlife:SF-599971",SF-599971,SF-599971,SFOBS-149,1,,,,,,,,PRESENT,,,,,,,occurrenceRemarks withheld,,,06a4a53f-b48e-4c0d-ad98-2c9b41fbcecb,,,,SF-215025,,,1994-09-05T00:00:00Z,,248,248,1994,9,5,,,Compartment Traverse (State Forest Survey Type) (old type),,,,,,SF162996-2,,,,,,Australia,AU,New South Wales,BEGA VALLEY,,locality withheld,,,,,,,,,,,locationRemarks withheld,-36.555967,149.395329,EPSG:4326,10,1.0E-9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1242,1242,,,,,https://biodiversity.org.au/afd/taxa/c28d755d-229c-47d7-a6ea-7920f636f531,Wallabia bicolor,Wallabia bicolor,,,,,,,,Animalia,Chordata,Mammalia,Diprotodontia,Macropodidae,Wallabia,,bicolor,,species,,"Desmarest, 1804",Swamp Wallaby,ICZN,,,,,,,,Wallabia bicolor,,,,,,,,,,Published dataset,,816783bf-e281-4e97-8e79-25406a94b9f2,Unknown,,,,,,,,,,Event
dr368,NSW BioNet Atlas,,2023-02-14T16:05:18.607+11:00,en,CC-BY 4.0 (Int),NSW Department of Primary Industries Forests,,BioNet Atlas of NSW Wildlife 21/02/2023 1:00 AM +11:00,,,,11,"NSW Dept of Planning, Industry and Environment",BioNet Atlas of NSW Wildlife,State Forests Biodata,NSW Department of Primary Industries Forests,HUMAN_OBSERVATION,,,"{""sourceDatasetName"":""State Forests Biodata"",""status"":""Valid and accepted without modification"",""observationType"":""Tracks, scratchings"",""mapSheetNumber"":""8724 - BOMBALA""}","urn:catalog:NSW Dept of Planning, Industry and Environment:BioNet Atlas of NSW Wildlife:SF-677451",SF-677451,SF-677451,SFOBS-149,1,,,,,,,,PRESENT,,,,,,,occurrenceRemarks withheld,,,,,,,SF-230480,,,1900-01-01T00:00:00Z,,1,282,,,,,,Compartment Traverse (State Forest Survey Type) (old type),,,,,,SF177813-10,,,,,,Australia,AU,New South Wales,BEGA VALLEY,,locality withheld,,,,,,,,,,,locationRemarks withheld,-36.549027,149.413211,EPSG:4326,100,1.0E-9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1133,1133,,,,,https://biodiversity.org.au/afd/taxa/5e2dc7c9-4cff-485b-9f71-5ed99c0c8d3e,Petauroides volans,Petauroides volans,,,,,,,,Animalia,Chordata,Mammalia,Diprotodontia,Pseudocheiridae,Petauroides,,volans,,species,,"(Kerr, 1792)",Southern Greater Glider,ICZN,,,,,,,,Petauroides volans,,,,,,,,,,Published dataset,,f7e53995-579b-420e-984e-824e778e056c,Unknown,,,,,,,,,,Event
dr368,NSW BioNet Atlas,,2025-05-15T11:19:49.557+10:00,en,CC-BY 4.0 (Int),NSW Department of Primary Industries Forests,,BioNet Atlas of NSW Wildlife 20/05/2025 1:00 AM +10:00,,,,11,"NSW Dept of Planning, Industry and Environment",BioNet Atlas of NSW Wildlife,State Forests Biodata,NSW Department of Primary Industries Forests,HUMAN_OBSERVATION,,,"{""sourceDatasetName"":""State Forests Biodata"",""status"":""Valid and accepted without modification"",""observationType"":""Scat"",""mapSheetNumber"":""8724 - BOMBALA""}","urn:catalog:NSW Dept of Planning, Industry and Environment:BioNet Atlas of NSW Wildlife:SF-597887",SF-597887,SF-597887,SFOBS-149,1,,,,,,,,PRESENT,,,,,,,occurrenceRemarks withheld,,,050c774a-6019-4eca-97f3-7ce8581c05f1,,,,SF-214418,,,1994-09-05T00:00:00Z,,248,248,1994,9,5,,,Compartment Traverse (State Forest Survey Type) (old type),,,,,,SF162389-2,,,,,,Australia,AU,New South Wales,BEGA VALLEY,,locality withheld,,,,,,,,,,,locationRemarks withheld,-36.549934,149.41296,EPSG:4326,10,1.0E-9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1242,1242,,,,,https://biodiversity.org.au/afd/taxa/c28d755d-229c-47d7-a6ea-7920f636f531,Wallabia bicolor,Wallabia bicolor,,,,,,,,Animalia,Chordata,Mammalia,Diprotodontia,Macropodidae,Wallabia,,bicolor,,species,,"Desmarest, 1804",Swamp Wallaby,ICZN,,,,,,,,Wallabia bicolor,,,,,,,,,,Published dataset,,9024d4d0-60e4-4b34-b5b2-88239499ffcb,Unknown,,,,,,,,,,Event
dr368,NSW BioNet Atlas,,2023-02-14T16:05:18.607+11:00,en,CC-BY 4.0 (Int),NSW Department of Primary Industries Forests,,BioNet Atlas of NSW Wildlife 21/02/2023 1:00 AM +11:00,,,,11,"NSW Dept of Planning, Industry and Environment",BioNet Atlas of NSW Wildlife,State Forests Biodata,NSW Department of Primary Industries Forests,HUMAN_OBSERVATION,,,"{""sourceDatasetName"":""State Forests Biodata"",""status"":""Valid and accepted without modification"",""observationType"":""Scat"",""mapSheetNumber"":""8724 - BOMBALA""}","urn:catalog:NSW Dept of Planning, Industry and Environment:BioNet Atlas of NSW Wildlife:SF-601378",SF-601378,SF-601378,SFOBS-149,1,,,,,,,,PRESENT,,,,,,,occurrenceRemarks withheld,,,00e55e05-d999-4d0d-a4b9-3052839a11d7,,,,SF-215468,,,1994-09-05T00:00:00Z,,248,248,1994,9,5,,,Compartment Traverse (State Forest Survey Type) (old type),,,,,,SF163439-2,,,,,,Australia,AU,New South Wales,BEGA VALLEY,,locality withheld,,,,,,,,,,,locationRemarks withheld,-36.551863,149.404474,EPSG:4326,10,1.0E-9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1133,1133,,,,,https://biodiversity.org.au/afd/taxa/5e2dc7c9-4cff-485b-9f71-5ed99c0c8d3e,Petauroides volans,Petauroides volans,,,,,,,,Animalia,Chordata,Mammalia,Diprotodontia,Pseudocheiridae,Petauroides,,volans,,species,,"(Kerr, 1792)",Southern Greater Glider,ICZN,,,,,,,,Petauroides volans,,,,,,,,,,Published dataset,,984dce38-5e27-4c21-8c9b-95156cf9f055,Unknown,,,,,,,,,,Event
dr368,NSW BioNet Atlas,,2025-05-15T10:39:45.563+10:00,en,CC-BY 4.0 (Int),NSW Department of Primary Industries Forests,,BioNet Atlas of NSW Wildlife 20/05/2025 1:00 AM +10:00,,,,11,"NSW Dept of Planning, Industry and Environment",BioNet Atlas of NSW Wildlife,State Forests Biodata,NSW Department of Primary Industries Forests,HUMAN_OBSERVATION,,,"{""mechanicalHazardReductionDescription"":""N/A"",""geogExtent"":""N/A"",""mapSheetNumber"":""8724 - BOMBALA"",""botanicalDivision"":""Southern Tablelands"",""floraReserve"":""N/A"",""speciesFireDescription"":""N/A"",""vulnerability"":""N/A"",""protectedInNSW"":""true"",""bfmcs"":""N/A"",""potentialImpact"":""N/A"",""observationType"":""Tracks, scratchings"",""profileID"":""N/A"",""reserve"":""N/A"",""sourceDatasetName"":""State Forests Biodata"",""ibra"":""South Eastern Highlands (NSW)"",""stateForest"":""GLENBOG"",""status"":""Valid and accepted without modification""}","urn:catalog:NSW Dept of Planning, Industry and Environment:BioNet Atlas of NSW Wildlife:SF-677384",SF-677384,SF-677384,SFOBS-296,2,,,,,,,,PRESENT,,,,,,,occurrenceRemarks withheld,,,,,,,SF-230477,,,1900-01-01T00:00:00Z,,1,282,,,,,,Compartment Traverse (State Forest Survey Type) (old type),,,,,,SF177811-5,,,,,,Australia,AU,New South Wales,BEGA VALLEY,,locality withheld,,,,,,,,,,,locationRemarks withheld,-36.554421,149.396007,EPSG:4326,100,1.0E-9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1165,1165,,,,,https://biodiversity.org.au/afd/taxa/66d42847-c556-4fa3-902c-a91d9f517286,Vombatus ursinus,Vombatus ursinus,,,,,,,,Animalia,Chordata,Mammalia,Diprotodontia,Vombatidae,Vombatus,,ursinus,,species,,"(Shaw, 1800)",Bare-nosed Wombat,ICZN,,,,,,,,Vombatus ursinus,,,,,,,,,,Published dataset,,073162e5-fac5-4c73-8aae-3a0406393589,Unknown,,,,,,,,,,Event
dr368,NSW BioNet Atlas,,2025-05-15T10:39:45.563+10:00,en,CC-BY 4.0 (Int),NSW Department of Primary Industries Forests,,BioNet Atlas of NSW Wildlife 20/05/2025 1:00 AM +10:00,,,,11,"NSW Dept of Planning, Industry and Environment",BioNet Atlas of NSW Wildlife,State Forests Biodata,NSW Department of Primary Industries Forests,HUMAN_OBSERVATION,,,"{""mechanicalHazardReductionDescription"":""N/A"",""geogExtent"":""N/A"",""mapSheetNumber"":""8724 - BOMBALA"",""botanicalDivision"":""Southern Tablelands"",""floraReserve"":""N/A"",""speciesFireDescription"":""N/A"",""vulnerability"":""N/A"",""protectedInNSW"":""true"",""bfmcs"":""N/A"",""potentialImpact"":""N/A"",""observationType"":""Scat"",""profileID"":""N/A"",""reserve"":""N/A"",""sourceDatasetName"":""State Forests Biodata"",""ibra"":""South Eastern Highlands (NSW)"",""stateForest"":""GLENBOG"",""status"":""Valid and accepted without modification""}","urn:catalog:NSW Dept of Planning, Industry and Environment:BioNet Atlas of NSW Wildlife:SF-601286",SF-601286,SF-601286,SFOBS-296,2,,,,,,,,PRESENT,,,,,,,occurrenceRemarks withheld,,,1e7ac074-2679-452b-a8ff-ea7e08e1f3e5,,,,SF-215462,,,1994-08-30T00:00:00Z,,242,242,1994,8,30,,,Compartment Traverse (State Forest Survey Type) (old type),,,,,,SF163433-2,,,,,,Australia,AU,New South Wales,BEGA VALLEY,,locality withheld,,,,,,,,,,,locationRemarks withheld,-36.554421,149.396007,EPSG:4326,10,1.0E-9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1165,1165,,,,,https://biodiversity.org.au/afd/taxa/66d42847-c556-4fa3-902c-a91d9f517286,Vombatus ursinus,Vombatus ursinus,,,,,,,,Animalia,Chordata,Mammalia,Diprotodontia,Vombatidae,Vombatus,,ursinus,,species,,"(Shaw, 1800)",Bare-nosed Wombat,ICZN,,,,,,,,Vombatus ursinus,,,,,,,,,,Published dataset,,bee298aa-ee29-4b57-9898-cfd8b8d3c267,Unknown,,,,,,,,,,Event
dr368,NSW BioNet Atlas,,2025-05-15T11:19:49.557+10:00,en,CC-BY 4.0 (Int),NSW Department of Primary Industries Forests,,BioNet Atlas of NSW Wildlife 20/05/2025 1:00 AM +10:00,,,,11,"NSW Dept of Planning, Industry and Environment",BioNet Atlas of NSW Wildlife,State Forests Biodata,NSW Department of Primary Industries Forests,HUMAN_OBSERVATION,,,"{""sourceDatasetName"":""State Forests Biodata"",""status"":""Valid and accepted without modification"",""observationType"":""Scat"",""mapSheetNumber"":""8724 - BOMBALA""}","urn:catalog:NSW Dept of Planning, Industry and Environment:BioNet Atlas of NSW Wildlife:SF-600019",SF-600019,SF-600019,SFOBS-149,3,,,,,,,,PRESENT,,,,,,,occurrenceRemarks withheld,,,0e0956d9-515f-4c1f-9ab7-090afce172f3,,,,SF-215027,,,1994-09-05T00:00:00Z,,248,248,1994,9,5,,,Compartment Traverse (State Forest Survey Type) (old type),,,,,,SF162998-2,,,,,,Australia,AU,New South Wales,BEGA VALLEY,,locality withheld,,,,,,,,,,,locationRemarks withheld,-36.55515,149.395639,EPSG:4326,10,1.0E-9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1242,1242,,,,,https://biodiversity.org.au/afd/taxa/c28d755d-229c-47d7-a6ea-7920f636f531,Wallabia bicolor,Wallabia bicolor,,,,,,,,Animalia,Chordata,Mammalia,Diprotodontia,Macropodidae,Wallabia,,bicolor,,species,,"Desmarest, 1804",Swamp Wallaby,ICZN,,,,,,,,Wallabia bicolor,,,,,,,,,,Published dataset,,4d4690b2-b56e-4a3e-bde7-8831dd7eda18,Unknown,,,,,,,,,,Event
dr368,NSW BioNet Atlas,,2023-02-14T16:05:18.607+11:00,en,CC-BY 4.0 (Int),NSW Department of Primary Industries Forests,,BioNet Atlas of NSW Wildlife 21/02/2023 1:00 AM +11:00,,,,11,"NSW Dept of Planning, Industry and Environment",BioNet Atlas of NSW Wildlife,State Forests Biodata,NSW Department of Primary Industries Forests,HUMAN_OBSERVATION,,,"{""sourceDatasetName"":""State Forests Biodata"",""status"":""Valid and accepted without modification"",""observationType"":""Scat"",""mapSheetNumber"":""8724 - BOMBALA""}","urn:catalog:NSW Dept of Planning, Industry and Environment:BioNet Atlas of NSW Wildlife:SF-1256278",SF-1256278,SF-1256278,SFOBS-149,2,,,,,,,,PRESENT,,,,,,,occurrenceRemarks withheld,,,074451ac-a9d6-40a0-8a3d-6903af11459a,,,,SF-348944,,,1994-09-05T00:00:00Z,,248,248,1994,9,5,,,Compartment Traverse (State Forest Survey Type) (old type),,,,,,SF266865-1,,,,,,Australia,AU,New South Wales,BEGA VALLEY,,locality withheld,,,,,,,,,,,locationRemarks withheld,-36.55581,149.403144,EPSG:4326,100,1.0E-9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1133,1133,,,,,https://biodiversity.org.au/afd/taxa/5e2dc7c9-4cff-485b-9f71-5ed99c0c8d3e,Petauroides volans,Petauroides volans,,,,,,,,Animalia,Chordata,Mammalia,Diprotodontia,Pseudocheiridae,Petauroides,,volans,,species,,"(Kerr, 1792)",Southern Greater Glider,ICZN,,,,,,,,Petauroides volans,,,,,,,,,,Published dataset,,b283261c-d227-45d9-bfe9-83a4a7917458,Unknown,,,,,,,,,,Event
dr368,NSW BioNet Atlas,,2025-05-15T11:19:49.557+10:00,en,CC-BY 4.0 (Int),NSW Department of Primary Industries Forests,,BioNet Atlas of NSW Wildlife 20/05/2025 1:00 AM +10:00,,,,11,"NSW Dept of Planning, Industry and Environment",BioNet Atlas of NSW Wildlife,State Forests Biodata,NSW Department of Primary Industries Forests,HUMAN_OBSERVATION,,,"{""sourceDatasetName"":""State Forests Biodata"",""status"":""Valid and accepted without modification"",""observationType"":""Scat"",""mapSheetNumber"":""8724 - BOMBALA""}","urn:catalog:NSW Dept of Planning, Industry and Environment:BioNet Atlas of NSW Wildlife:SF-597586",SF-597586,SF-597586,SFOBS-296,2,,,,,,,,PRESENT,,,,,,,occurrenceRemarks withheld,,,bd6a4aef-17ef-417c-979b-5eec36733a08|ff0c4f36-916d-4c94-bf0d-503f8575217a|ebca83b5-f5ff-4b32-8681-67f8e5bc39bd|8b2c14fe-f195-40d2-b763-0970683e1e70|33088eb6-06b7-4ecf-a221-d9cd012d4e2a|c85c650f-895a-46da-8cdb-c41fa3eb3d23|a701a136-3726-4f37-94b0-1d7560c764fa|5af8c8b4-5fa7-4c18-b88a-a638929ac24c,,,,SF-214402,,,1994-08-30T00:00:00Z,,242,242,1994,8,30,,,Compartment Traverse (State Forest Survey Type) (old type),,,,,,SF162373-2,,,,,,Australia,AU,New South Wales,BEGA VALLEY,,locality withheld,,,,,,,,,,,locationRemarks withheld,-36.560472,149.402115,EPSG:4326,10,1.0E-9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1242,1242,,,,,https://biodiversity.org.au/afd/taxa/c28d755d-229c-47d7-a6ea-7920f636f531,Wallabia bicolor,Wallabia bicolor,,,,,,,,Animalia,Chordata,Mammalia,Diprotodontia,Macropodidae,Wallabia,,bicolor,,species,,"Desmarest, 1804",Swamp Wallaby,ICZN,,,,,,,,Wallabia bicolor,,,,,,,,,,Published dataset,,1d4af15b-709e-479d-b248-fea3ae9bceda,Unknown,,,,,,,,,,Event
