dataResourceUid,dataResourceName,images,dcterms:modified,dcterms:language,dcterms:license,rightsHolder,dcterms:accessRights,dcterms:bibliographicCitation,references,institutionID,collectionID,datasetID,institutionCode,collectionCode,datasetName,ownerInstitutionCode,basisOfRecord,informationWithheld,dataGeneralizations,dynamicProperties,occurrenceID,catalogNumber,recordNumber,recordedBy,individualCount,organismQuantity,organismQuantityType,sex,lifeStage,reproductiveCondition,behavior,establishmentMeans,occurrenceStatus,preparations,disposition,associatedMedia,associatedReferences,associatedTaxa,otherCatalogNumbers,occurrenceRemarks,organismID,organismName,associatedOccurrences,previousIdentifications,organismRemarks,materialSampleID,eventID,parentEventID,fieldNumber,eventDate,eventTime,startDayOfYear,endDayOfYear,year,month,day,verbatimEventDate,habitat,samplingProtocol,samplingEffort,sampleSizeValue,sampleSizeUnit,fieldNotes,eventRemarks,locationID,higherGeographyID,continent,waterBody,islandGroup,island,country,countryCode,stateProvince,county,municipality,locality,verbatimLocality,minimumElevationInMeters,maximumElevationInMeters,verbatimElevation,minimumDepthInMeters,maximumDepthInMeters,verbatimDepth,minimumDistanceAboveSurfaceInMeters,maximumDistanceAboveSurfaceInMeters,locationAccordingTo,locationRemarks,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,coordinatePrecision,verbatimCoordinates,verbatimLatitude,verbatimLongitude,verbatimCoordinateSystem,verbatimSRS,footprintWKT,footprintSRS,georeferencedDate,georeferenceProtocol,georeferenceSources,georeferenceVerificationStatus,georeferenceRemarks,geologicalContextID,earliestEonOrLowestEonothem,latestEonOrHighestEonothem,earliestEraOrLowestErathem,latestEraOrHighestErathem,earliestPeriodOrLowestSystem,latestPeriodOrHighestSystem,earliestEpochOrLowestSeries,latestEpochOrHighestSeries,earliestAgeOrLowestStage,latestAgeOrHighestStage,lowestBiostratigraphicZone,highestBiostratigraphicZone,lithostratigraphicTerms,group,formation,member,bed,identificationID,identificationQualifier,typeStatus,identifiedBy,dateIdentified,identificationReferences,identificationVerificationStatus,identificationRemarks,taxonID,scientificNameID,acceptedNameUsageID,parentNameUsageID,nameAccordingToID,namePublishedInID,taxonConceptID,raw_scientificName,scientificName,acceptedNameUsage,parentNameUsage,originalNameUsage,nameAccordingTo,namePublishedIn,namePublishedInYear,higherClassification,kingdom,phylum,class,order,family,genus,subgenus,specificEpithet,infraspecificEpithet,taxonRank,verbatimTaxonRank,scientificNameAuthorship,vernacularName,nomenclaturalCode,taxonomicStatus,nomenclaturalStatus,taxonRemarks,measurementDeterminedDate,recordedByID,identifiedByID,videos,species,subfamily,eventType,measurementRemarks,measurementValue,relationshipRemarks,superfamily,relationshipOfResource,measurementMethod,identifier,provenance,sounds,recordID,rights,source,measurementID,measurementType,measurementUnit,measurementDeterminedBy,measurementAccuracy,degreeOfEstablishment,relatedResourceID,images,dcterms:type
dr368,NSW BioNet Atlas,,2026-01-10T00:30:22.873+11:00,en,CC-BY 4.0 (Int),NSW National Parks and Wildlife Service,,BioNet Atlas of NSW Wildlife 13/01/2026 1:00 AM +11:00,,,,1155,"NSW Dept of Planning, Industry and Environment",BioNet Atlas of NSW Wildlife,DPIE Data from Scientific Licences dataset,NSW National Parks and Wildlife Service,HUMAN_OBSERVATION,,,,"urn:catalog:NSW Dept of Planning, Industry and Environment:BioNet Atlas of NSW Wildlife:SMKVI0323757",SMKVI0323757,,WONA-SEF,1,,,,,,,,PRESENT,,,,,,,occurrenceRemarks withheld,,,97984121-f9b2-4c47-b180-e6d15c25d8e1,,,,,,,2025-12-26T00:00:00Z,21:15:00,360,360,2025,12,26,,,,,,,,,LMKVI0074424,,,,,,Australia,AU,New South Wales,BEGA VALLEY,,locality withheld,,,,,,,,,,,locationRemarks withheld,-36.553161,149.410281,EPSG:4326,10,1.0E-9,,,,,,,,,GPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1133,,,,,https://biodiversity.org.au/afd/taxa/5e2dc7c9-4cff-485b-9f71-5ed99c0c8d3e,Petauroides volans,Petauroides volans,,,,,,,,Animalia,Chordata,Mammalia,Diprotodontia,Pseudocheiridae,Petauroides,,volans,,species,,"(Kerr, 1792)",Southern Greater Glider,ICZN,,,,,,,,Petauroides volans,,,,,,,,,,Published dataset,,80906c41-c8e3-4040-9685-0f3799ddc544,Unknown,,,,,,,,,,Event
dr368,NSW BioNet Atlas,,2025-05-15T11:19:49.557+10:00,en,CC-BY 4.0 (Int),NSW Department of Primary Industries Forests,,BioNet Atlas of NSW Wildlife 20/05/2025 1:00 AM +10:00,,,,11,"NSW Dept of Planning, Industry and Environment",BioNet Atlas of NSW Wildlife,State Forests Biodata,NSW Department of Primary Industries Forests,HUMAN_OBSERVATION,,,"{""sourceDatasetName"":""State Forests Biodata"",""status"":""Valid and accepted without modification"",""observationType"":""Scat"",""mapSheetNumber"":""8724 - BOMBALA""}","urn:catalog:NSW Dept of Planning, Industry and Environment:BioNet Atlas of NSW Wildlife:SF-597904",SF-597904,SF-597904,SFOBS-149,1,,,,,,,,PRESENT,,,,,,,occurrenceRemarks withheld,,,050c774a-6019-4eca-97f3-7ce8581c05f1,,,,SF-214418,,,1994-09-05T00:00:00Z,,248,248,1994,9,5,,,Compartment Traverse (State Forest Survey Type) (old type),,,,,,SF162389-2,,,,,,Australia,AU,New South Wales,BEGA VALLEY,,locality withheld,,,,,,,,,,,locationRemarks withheld,-36.549934,149.41296,EPSG:4326,10,1.0E-9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1242,1242,,,,,https://biodiversity.org.au/afd/taxa/c28d755d-229c-47d7-a6ea-7920f636f531,Wallabia bicolor,Wallabia bicolor,,,,,,,,Animalia,Chordata,Mammalia,Diprotodontia,Macropodidae,Wallabia,,bicolor,,species,,"Desmarest, 1804",Swamp Wallaby,ICZN,,,,,,,,Wallabia bicolor,,,,,,,,,,Published dataset,,5645b717-fc6c-4444-b8f4-d431f2141168,Unknown,,,,,,,,,,Event
dr368,NSW BioNet Atlas,,2012-11-22T07:19:31.153+11:00,en,CC-BY 4.0 (Int),NSW Department of Primary Industries Forests,,BioNet Atlas of NSW Wildlife 26/10/2016 3:00 AM +11:00,,,,11,NSW Office of Environment and Heritage,BioNet Atlas of NSW Wildlife,State Forests Biodata,NSW Department of Primary Industries Forests,HUMAN_OBSERVATION,,,"{""sourceDatasetName"":""State Forests Biodata"",""status"":""Valid and accepted without modification"",""observationType"":""Scat"",""mapSheetNumber"":""8724 - BOMBALA""}",urn:catalog:NSW Office of Environment and Heritage:BioNet Atlas of NSW Wildlife:SF-597542,SF-597542,SF-597542,SFOBS-296,3,,,,,,,,PRESENT,,,,,,,occurrenceRemarks withheld,,,6fce858e-4f03-4339-8ce6-2626a37d5372|20071305-70c7-4bed-8028-2eb15176e300|61840ffb-1e63-48df-a2c0-61f3252389e0|e7b99637-a64c-4e99-9405-0c9df93251de|980aafc3-6b7b-42cd-8451-799411608021|1c8a4c3c-9bd1-4f8c-8a1f-ad6fe813c3bb|b8e94771-17c6-439f-9d5a-7c360f4bc809|cfc086c1-60c7-4aa9-b375-bee5afb11419,,,,SF-214396,,,1994-08-30T00:00:00Z,,242,242,1994,8,30,,,,,,,,,SF162367-2,,,,,,Australia,AU,New South Wales,BEGA VALLEY,,locality withheld,,,,,,,,,,,,-36.560472,149.402115,EPSG:4326,10,1.0E-9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1265,1265,,,,,https://biodiversity.org.au/afd/taxa/f2f43ef9-89fd-4f89-8b06-0842e86cfe06,Macropus giganteus,Macropus giganteus,,,,,,,,Animalia,Chordata,Mammalia,Diprotodontia,Macropodidae,Macropus,,giganteus,,species,,"Shaw, 1790",Eastern Grey Kangaroo,ICZN,,,,,,,,Macropus giganteus,,,,,,,,,,Published dataset,,0c3d794d-3a65-4951-82ea-5c01e42b288c,Unknown,,,,,,,,,,Event
dr368,NSW BioNet Atlas,,2025-05-15T11:19:49.557+10:00,en,CC-BY 4.0 (Int),NSW Department of Primary Industries Forests,,BioNet Atlas of NSW Wildlife 20/05/2025 1:00 AM +10:00,,,,11,"NSW Dept of Planning, Industry and Environment",BioNet Atlas of NSW Wildlife,State Forests Biodata,NSW Department of Primary Industries Forests,HUMAN_OBSERVATION,,,"{""sourceDatasetName"":""State Forests Biodata"",""status"":""Valid and accepted without modification"",""observationType"":""Scat"",""mapSheetNumber"":""8724 - BOMBALA""}","urn:catalog:NSW Dept of Planning, Industry and Environment:BioNet Atlas of NSW Wildlife:SF-601321",SF-601321,SF-601321,SFOBS-296,2,,,,,,,,PRESENT,,,,,,,occurrenceRemarks withheld,,,0fd08da7-f4b6-4a1c-8151-6d9b47e6bc98,,,,SF-215466,,,1994-08-30T00:00:00Z,,242,242,1994,8,30,,,Compartment Traverse (State Forest Survey Type) (old type),,,,,,SF163437-2,,,,,,Australia,AU,New South Wales,BEGA VALLEY,,locality withheld,,,,,,,,,,,locationRemarks withheld,-36.555516,149.397605,EPSG:4326,10,1.0E-9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1242,1242,,,,,https://biodiversity.org.au/afd/taxa/c28d755d-229c-47d7-a6ea-7920f636f531,Wallabia bicolor,Wallabia bicolor,,,,,,,,Animalia,Chordata,Mammalia,Diprotodontia,Macropodidae,Wallabia,,bicolor,,species,,"Desmarest, 1804",Swamp Wallaby,ICZN,,,,,,,,Wallabia bicolor,,,,,,,,,,Published dataset,,9cdac4c1-d1b7-4ffb-8bff-849712d5d5ec,Unknown,,,,,,,,,,Event
dr368,NSW BioNet Atlas,,2025-01-21T00:30:04.190+11:00,en,CC-BY 4.0 (Int),NSW National Parks and Wildlife Service,,BioNet Atlas of NSW Wildlife 26/01/2025 1:00 AM +11:00,,,,1155,"NSW Dept of Planning, Industry and Environment",BioNet Atlas of NSW Wildlife,DPIE Data from Scientific Licences dataset,NSW National Parks and Wildlife Service,HUMAN_OBSERVATION,,,,"urn:catalog:NSW Dept of Planning, Industry and Environment:BioNet Atlas of NSW Wildlife:SMKVI0000739",SMKVI0000739,,WONA-SEF,1,,,,,,,,PRESENT,,,,,,,occurrenceRemarks withheld,,,61b324a4-bd0a-4c07-8f88-7f30724fb3e8,,,,,,,2025-01-08T00:00:00Z,21:51:00,8,8,2025,1,8,,,,,,,,,LMKVI0000067,,,,,,Australia,AU,New South Wales,BEGA VALLEY,,locality withheld,,,,,,,,,,,locationRemarks withheld,-36.556152,149.420409,EPSG:4326,10,1.0E-9,,,,,,,,,GPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1133,,,,,https://biodiversity.org.au/afd/taxa/5e2dc7c9-4cff-485b-9f71-5ed99c0c8d3e,Petauroides volans,Petauroides volans,,,,,,,,Animalia,Chordata,Mammalia,Diprotodontia,Pseudocheiridae,Petauroides,,volans,,species,,"(Kerr, 1792)",Southern Greater Glider,ICZN,,,,,,,,Petauroides volans,,,,,,,,,30445406,Published dataset,,73361fd8-1b07-4100-8c7b-adf549d20668,Unknown,,,,,,,,,,Event
dr368,NSW BioNet Atlas,,2025-01-08T00:30:24.650+11:00,en,CC-BY 4.0 (Int),NSW Dept of Planning and Environment,,BioNet Atlas of NSW Wildlife 12/01/2025 1:00 AM +11:00,,,,3102,"NSW Dept of Planning, Industry and Environment",BioNet Atlas of NSW Wildlife,DPIE Default Analyses,NSW Dept of Planning and Environment,HUMAN_OBSERVATION,,,,"urn:catalog:NSW Dept of Planning, Industry and Environment:BioNet Atlas of NSW Wildlife:SMKXI0012427",SMKXI0012427,,OPUR24040401,3,,,,,,,,PRESENT,,,,,,,occurrenceRemarks withheld,,,,,,,,,,2024-12-19T00:00:00Z,,354,354,2024,12,19,,,,,,,,,LMKXI0004399,,,,,,Australia,AU,New South Wales,BEGA VALLEY,,locality withheld,,,,,,,,,,,locationRemarks withheld,-36.555044,149.44154,EPSG:4326,100,1.0E-9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0350,,,,,https://biodiversity.org.au/afd/taxa/944960f7-4a3f-4de8-a1fd-0f037af45a23,Menura novaehollandiae,Menura (Menura) novaehollandiae,,,,,,,,Animalia,Chordata,Aves,Passeriformes,Menuridae,Menura,,novaehollandiae,,species,,"Latham, 1801",Superb Lyrebird,ICZN,,,,,,,,Menura novaehollandiae,,,,,,,,,30404757,Published dataset,,39660b2d-5a77-4dd3-bbcf-86a810b7c636,CC-BY 4.0,,,,,,,,,,Event
dr368,NSW BioNet Atlas,,2023-02-14T16:05:18.607+11:00,en,CC-BY 4.0 (Int),NSW Department of Primary Industries Forests,,BioNet Atlas of NSW Wildlife 21/02/2023 1:00 AM +11:00,,,,11,"NSW Dept of Planning, Industry and Environment",BioNet Atlas of NSW Wildlife,State Forests Biodata,NSW Department of Primary Industries Forests,HUMAN_OBSERVATION,,,"{""sourceDatasetName"":""State Forests Biodata"",""status"":""Valid and accepted without modification"",""observationType"":""Scat"",""mapSheetNumber"":""8724 - BOMBALA""}","urn:catalog:NSW Dept of Planning, Industry and Environment:BioNet Atlas of NSW Wildlife:SF-594055",SF-594055,SF-594055,SFOBS-149,3,,,,,,,,PRESENT,,,,,,,occurrenceRemarks withheld,,,04fb59cb-660e-490c-ba75-605b54fcf7ae,,,,SF-213108,,,1994-09-05T00:00:00Z,,248,248,1994,9,5,,,Compartment Traverse (State Forest Survey Type) (old type),,,,,,SF161079-2,,,,,,Australia,AU,New South Wales,BEGA VALLEY,,locality withheld,,,,,,,,,,,locationRemarks withheld,-36.554874,149.402612,EPSG:4326,10,1.0E-9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1133,1133,,,,,https://biodiversity.org.au/afd/taxa/5e2dc7c9-4cff-485b-9f71-5ed99c0c8d3e,Petauroides volans,Petauroides volans,,,,,,,,Animalia,Chordata,Mammalia,Diprotodontia,Pseudocheiridae,Petauroides,,volans,,species,,"(Kerr, 1792)",Southern Greater Glider,ICZN,,,,,,,,Petauroides volans,,,,,,,,,,Published dataset,,0fcc186a-1941-4f01-9280-f7876fe882bd,Unknown,,,,,,,,,,Event
dr368,NSW BioNet Atlas,,2025-05-15T11:19:49.557+10:00,en,CC-BY 4.0 (Int),NSW Department of Primary Industries Forests,,BioNet Atlas of NSW Wildlife 20/05/2025 1:00 AM +10:00,,,,11,"NSW Dept of Planning, Industry and Environment",BioNet Atlas of NSW Wildlife,State Forests Biodata,NSW Department of Primary Industries Forests,HUMAN_OBSERVATION,,,"{""sourceDatasetName"":""State Forests Biodata"",""status"":""Valid and accepted without modification"",""observationType"":""Scat"",""mapSheetNumber"":""8724 - BOMBALA""}","urn:catalog:NSW Dept of Planning, Industry and Environment:BioNet Atlas of NSW Wildlife:SF-597857",SF-597857,SF-597857,SFOBS-149,2,,,,,,,,PRESENT,,,,,,,occurrenceRemarks withheld,,,01d67aef-5398-4707-bb47-fbb92eeeccfb,,,,SF-214416,,,1994-09-05T00:00:00Z,,248,248,1994,9,5,,,Compartment Traverse (State Forest Survey Type) (old type),,,,,,SF162387-2,,,,,,Australia,AU,New South Wales,BEGA VALLEY,,locality withheld,,,,,,,,,,,locationRemarks withheld,-36.545974,149.417081,EPSG:4326,10,1.0E-9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1242,1242,,,,,https://biodiversity.org.au/afd/taxa/c28d755d-229c-47d7-a6ea-7920f636f531,Wallabia bicolor,Wallabia bicolor,,,,,,,,Animalia,Chordata,Mammalia,Diprotodontia,Macropodidae,Wallabia,,bicolor,,species,,"Desmarest, 1804",Swamp Wallaby,ICZN,,,,,,,,Wallabia bicolor,,,,,,,,,,Published dataset,,f370f232-5b45-40df-b189-e5e6d5226640,Unknown,,,,,,,,,,Event
dr368,NSW BioNet Atlas,,2023-02-14T16:05:18.607+11:00,en,CC-BY 4.0 (Int),NSW Department of Primary Industries Forests,,BioNet Atlas of NSW Wildlife 21/02/2023 1:00 AM +11:00,,,,11,"NSW Dept of Planning, Industry and Environment",BioNet Atlas of NSW Wildlife,State Forests Biodata,NSW Department of Primary Industries Forests,HUMAN_OBSERVATION,,,"{""sourceDatasetName"":""State Forests Biodata"",""status"":""Valid and accepted without modification"",""observationType"":""Scat"",""mapSheetNumber"":""8724 - BOMBALA""}","urn:catalog:NSW Dept of Planning, Industry and Environment:BioNet Atlas of NSW Wildlife:SF-601283",SF-601283,SF-601283,SFOBS-296,3,,,,,,,,PRESENT,,,,,,,occurrenceRemarks withheld,,,25b5c2c5-3de4-4635-8ea6-349cc3d1b650,,,,SF-215461,,,1994-08-30T00:00:00Z,,242,242,1994,8,30,,,Compartment Traverse (State Forest Survey Type) (old type),,,,,,SF163432-2,,,,,,Australia,AU,New South Wales,BEGA VALLEY,,locality withheld,,,,,,,,,,,locationRemarks withheld,-36.555516,149.397605,EPSG:4326,10,1.0E-9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1133,1133,,,,,https://biodiversity.org.au/afd/taxa/5e2dc7c9-4cff-485b-9f71-5ed99c0c8d3e,Petauroides volans,Petauroides volans,,,,,,,,Animalia,Chordata,Mammalia,Diprotodontia,Pseudocheiridae,Petauroides,,volans,,species,,"(Kerr, 1792)",Southern Greater Glider,ICZN,,,,,,,,Petauroides volans,,,,,,,,,,Published dataset,,612d0ce5-a851-4a71-a384-3d5ecdeb9f44,Unknown,,,,,,,,,,Event
dr368,NSW BioNet Atlas,,2025-05-15T10:39:45.563+10:00,en,CC-BY 4.0 (Int),NSW Department of Primary Industries Forests,,BioNet Atlas of NSW Wildlife 20/05/2025 1:00 AM +10:00,,,,11,"NSW Dept of Planning, Industry and Environment",BioNet Atlas of NSW Wildlife,State Forests Biodata,NSW Department of Primary Industries Forests,HUMAN_OBSERVATION,,,"{""mechanicalHazardReductionDescription"":""N/A"",""geogExtent"":""N/A"",""mapSheetNumber"":""8724 - BOMBALA"",""botanicalDivision"":""Southern Tablelands"",""floraReserve"":""N/A"",""speciesFireDescription"":""N/A"",""vulnerability"":""N/A"",""protectedInNSW"":""true"",""bfmcs"":""N/A"",""potentialImpact"":""N/A"",""observationType"":""Scat"",""profileID"":""N/A"",""reserve"":""N/A"",""sourceDatasetName"":""State Forests Biodata"",""ibra"":""South Eastern Highlands (NSW)"",""stateForest"":""GLENBOG"",""status"":""Valid and accepted without modification""}","urn:catalog:NSW Dept of Planning, Industry and Environment:BioNet Atlas of NSW Wildlife:SF-597746",SF-597746,SF-597746,SFOBS-149,2,,,,,,,,PRESENT,,,,,,,occurrenceRemarks withheld,,,10936762-cb86-44c2-90de-991a946d4abd,,,,SF-214411,,,1994-09-05T00:00:00Z,,248,248,1994,9,5,,,Compartment Traverse (State Forest Survey Type) (old type),,,,,,SF162382-2,,,,,,Australia,AU,New South Wales,BEGA VALLEY,,locality withheld,,,,,,,,,,,locationRemarks withheld,-36.549934,149.41296,EPSG:4326,10,1.0E-9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1165,1165,,,,,https://biodiversity.org.au/afd/taxa/66d42847-c556-4fa3-902c-a91d9f517286,Vombatus ursinus,Vombatus ursinus,,,,,,,,Animalia,Chordata,Mammalia,Diprotodontia,Vombatidae,Vombatus,,ursinus,,species,,"(Shaw, 1800)",Bare-nosed Wombat,ICZN,,,,,,,,Vombatus ursinus,,,,,,,,,,Published dataset,,eaf020ea-e90a-4927-bd5a-e245493bf4b0,Unknown,,,,,,,,,,Event
dr368,NSW BioNet Atlas,,2026-01-16T00:30:07.763+11:00,en,CC-BY 4.0 (Int),NSW National Parks and Wildlife Service,,BioNet Atlas of NSW Wildlife 20/01/2026 1:00 AM +11:00,,,,1155,"NSW Dept of Planning, Industry and Environment",BioNet Atlas of NSW Wildlife,DPIE Data from Scientific Licences dataset,NSW National Parks and Wildlife Service,HUMAN_OBSERVATION,,,,"urn:catalog:NSW Dept of Planning, Industry and Environment:BioNet Atlas of NSW Wildlife:SMKVI0332456",SMKVI0332456,,WONA-HO,1,,,,,,,,PRESENT,,,,,,,occurrenceRemarks withheld,,,2cbe1e7c-9708-456a-8dd3-b0f3242e934a,,,,,,,2026-01-02T00:00:00Z,21:09:11,2,2,2026,1,2,,,,,,,,,LMKVI0075688,,,,,,Australia,AU,New South Wales,BEGA VALLEY,,locality withheld,,,,,,,,,,,locationRemarks withheld,-36.557951,149.398836,EPSG:4326,10,1.0E-9,,,,,,,,,GPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1133,,,,,https://biodiversity.org.au/afd/taxa/5e2dc7c9-4cff-485b-9f71-5ed99c0c8d3e,Petauroides volans,Petauroides volans,,,,,,,,Animalia,Chordata,Mammalia,Diprotodontia,Pseudocheiridae,Petauroides,,volans,,species,,"(Kerr, 1792)",Southern Greater Glider,ICZN,,,,,,,,Petauroides volans,,,,,,,,,,Published dataset,,50f1409e-4459-4be7-9f63-2946a4103a81,Unknown,,,,,,,,,,Event
dr368,NSW BioNet Atlas,,2023-02-14T16:05:18.607+11:00,en,CC-BY 4.0 (Int),NSW Department of Primary Industries Forests,,BioNet Atlas of NSW Wildlife 21/02/2023 1:00 AM +11:00,,,,11,"NSW Dept of Planning, Industry and Environment",BioNet Atlas of NSW Wildlife,State Forests Biodata,NSW Department of Primary Industries Forests,HUMAN_OBSERVATION,,,"{""sourceDatasetName"":""State Forests Biodata"",""status"":""Valid and accepted without modification"",""observationType"":""Observed"",""mapSheetNumber"":""8724 - BOMBALA""}","urn:catalog:NSW Dept of Planning, Industry and Environment:BioNet Atlas of NSW Wildlife:SF-603818",SF-603818,SF-603818,SFOBS-296,1,,,,,,,,PRESENT,,,,,,,occurrenceRemarks withheld,,,65f5e610-24c5-4f19-88b0-d1724c399663,,,,SF-216168,,,1994-06-06T00:00:00Z,,157,157,1994,6,6,,,Transect Spotlighting,,,,,,SF164139-2,,,,,,Australia,AU,New South Wales,BEGA VALLEY,,locality withheld,,,,,,,,,,,locationRemarks withheld,-36.551466,149.419598,EPSG:4326,10,1.0E-9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1133,1133,,,,,https://biodiversity.org.au/afd/taxa/5e2dc7c9-4cff-485b-9f71-5ed99c0c8d3e,Petauroides volans,Petauroides volans,,,,,,,,Animalia,Chordata,Mammalia,Diprotodontia,Pseudocheiridae,Petauroides,,volans,,species,,"(Kerr, 1792)",Southern Greater Glider,ICZN,,,,,,,,Petauroides volans,,,,,,,,,,Published dataset,,ea65339f-ced4-460c-ab76-ea1f80ef2295,Unknown,,,,,,,,,,Event
dr368,NSW BioNet Atlas,,2025-05-15T10:39:45.563+10:00,en,CC-BY 4.0 (Int),NSW Department of Primary Industries Forests,,BioNet Atlas of NSW Wildlife 20/05/2025 1:00 AM +10:00,,,,11,"NSW Dept of Planning, Industry and Environment",BioNet Atlas of NSW Wildlife,State Forests Biodata,NSW Department of Primary Industries Forests,HUMAN_OBSERVATION,,,"{""mechanicalHazardReductionDescription"":""N/A"",""geogExtent"":""N/A"",""mapSheetNumber"":""8724 - BOMBALA"",""botanicalDivision"":""Southern Tablelands"",""floraReserve"":""N/A"",""speciesFireDescription"":""N/A"",""vulnerability"":""N/A"",""protectedInNSW"":""true"",""bfmcs"":""N/A"",""potentialImpact"":""N/A"",""observationType"":""Scat"",""profileID"":""N/A"",""reserve"":""N/A"",""sourceDatasetName"":""State Forests Biodata"",""ibra"":""South Eastern Highlands (NSW)"",""stateForest"":""GLENBOG"",""status"":""Valid and accepted without modification""}","urn:catalog:NSW Dept of Planning, Industry and Environment:BioNet Atlas of NSW Wildlife:SF-597768",SF-597768,SF-597768,SFOBS-149,2,,,,,,,,PRESENT,,,,,,,occurrenceRemarks withheld,,,10936762-cb86-44c2-90de-991a946d4abd,,,,SF-214411,,,1994-09-05T00:00:00Z,,248,248,1994,9,5,,,Compartment Traverse (State Forest Survey Type) (old type),,,,,,SF162382-2,,,,,,Australia,AU,New South Wales,BEGA VALLEY,,locality withheld,,,,,,,,,,,locationRemarks withheld,-36.549934,149.41296,EPSG:4326,10,1.0E-9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1165,1165,,,,,https://biodiversity.org.au/afd/taxa/66d42847-c556-4fa3-902c-a91d9f517286,Vombatus ursinus,Vombatus ursinus,,,,,,,,Animalia,Chordata,Mammalia,Diprotodontia,Vombatidae,Vombatus,,ursinus,,species,,"(Shaw, 1800)",Bare-nosed Wombat,ICZN,,,,,,,,Vombatus ursinus,,,,,,,,,,Published dataset,,be62a347-1668-4f1f-8950-f309af47d3f2,Unknown,,,,,,,,,,Event
dr368,NSW BioNet Atlas,,2012-11-22T07:19:31.153+11:00,en,CC-BY 4.0 (Int),NSW Department of Primary Industries Forests,,BioNet Atlas of NSW Wildlife 26/10/2016 3:00 AM +11:00,,,,11,NSW Office of Environment and Heritage,BioNet Atlas of NSW Wildlife,State Forests Biodata,NSW Department of Primary Industries Forests,HUMAN_OBSERVATION,,,"{""sourceDatasetName"":""State Forests Biodata"",""status"":""Valid and accepted without modification"",""observationType"":""Scat"",""mapSheetNumber"":""8724 - BOMBALA""}",urn:catalog:NSW Office of Environment and Heritage:BioNet Atlas of NSW Wildlife:SF-1256254,SF-1256254,SF-1256254,SFOBS-296,2,,,,,,,,PRESENT,,,,,,,occurrenceRemarks withheld,,,0f242d69-e4be-44ab-84fc-c68ebc6ada2f,,,,SF-348920,,,1994-08-30T00:00:00Z,,242,242,1994,8,30,,,,,,,,,SF266841-1,,,,,,Australia,AU,New South Wales,BEGA VALLEY,,locality withheld,,,,,,,,,,,,-36.55868,149.397144,EPSG:4326,100,1.0E-9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1265,1265,,,,,https://biodiversity.org.au/afd/taxa/f2f43ef9-89fd-4f89-8b06-0842e86cfe06,Macropus giganteus,Macropus giganteus,,,,,,,,Animalia,Chordata,Mammalia,Diprotodontia,Macropodidae,Macropus,,giganteus,,species,,"Shaw, 1790",Eastern Grey Kangaroo,ICZN,,,,,,,,Macropus giganteus,,,,,,,,,,Published dataset,,939a55fb-e12e-4e26-9b8e-ee255034f9d0,Unknown,,,,,,,,,,Event
