scientificName,vernacularName,kingdom,phylum,class,order,family,genus,eventDate,year,month,day,decimalLatitude,decimalLongitude,dataResourceName,dataGeneralizations,habitat,occurrenceRemarks,basisOfRecord,individualCount,class_display,class_description,at_risk_status,habitat_type
Scieropepla,,Animalia,Arthropoda,Insecta,Lepidoptera,Yloryctidae,Scieropepla,1970-01-01 00:00:00,1970.0,1.0,1.0,-36.55,149.42,International Barcode of Life project (iBOL),,,L19 Larva tying leaves on fallen dead branch of Eucalyptus pauciflora,MATERIAL_SAMPLE,,Insecta,insects,,
TORTRICIDAE,,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,,1969-11-19 00:00:00,1969.0,11.0,19.0,-36.55,149.42,International Barcode of Life project (iBOL),,,,MATERIAL_SAMPLE,,Insecta,insects,,
Scieropepla,,Animalia,Arthropoda,Insecta,Lepidoptera,Yloryctidae,Scieropepla,1970-01-19 00:00:00,1970.0,1.0,19.0,-36.55,149.42,International Barcode of Life project (iBOL),,,L20 Larva in dead leaves on fallen branch of Eucalyptus sp.,MATERIAL_SAMPLE,,Insecta,insects,,
Scieropepla,,Animalia,Arthropoda,Insecta,Lepidoptera,Yloryctidae,Scieropepla,1969-12-15 00:00:00,1969.0,12.0,15.0,-36.55,149.42,International Barcode of Life project (iBOL),,,L19 Larva tying leaves on fallen dead branch of Eucalyptus pauciflora,MATERIAL_SAMPLE,,Insecta,insects,,
Philobota,,Animalia,Arthropoda,Insecta,Lepidoptera,Oecophoridae,Philobota,1969-11-19 00:00:00,1969.0,11.0,19.0,-36.55,149.41,International Barcode of Life project (iBOL),,,,MATERIAL_SAMPLE,,Insecta,insects,,
Petauroides volans,Southern Greater Glider,Animalia,Chordata,Mammalia,Diprotodontia,Pseudocheiridae,Petauroides,1994-08-30 00:00:00,1994.0,8.0,30.0,-36.55868,149.397144,NSW BioNet Atlas,,,occurrenceRemarks withheld,HUMAN_OBSERVATION,2.0,Mammalia – other,other mammals,,
Vombatus ursinus,Bare-nosed Wombat,Animalia,Chordata,Mammalia,Diprotodontia,Vombatidae,Vombatus,1994-09-05 00:00:00,1994.0,9.0,5.0,-36.55083,149.413211,NSW BioNet Atlas,,,occurrenceRemarks withheld,HUMAN_OBSERVATION,1.0,Mammalia – other,other mammals,,
Petauroides volans,Southern Greater Glider,Animalia,Chordata,Mammalia,Diprotodontia,Pseudocheiridae,Petauroides,1994-09-05 00:00:00,1994.0,9.0,5.0,-36.554454,149.396623,NSW BioNet Atlas,,,occurrenceRemarks withheld,HUMAN_OBSERVATION,1.0,Mammalia – other,other mammals,,
Wallabia bicolor,Swamp Wallaby,Animalia,Chordata,Mammalia,Diprotodontia,Macropodidae,Wallabia,1994-09-05 00:00:00,1994.0,9.0,5.0,-36.545974,149.417081,NSW BioNet Atlas,,,occurrenceRemarks withheld,HUMAN_OBSERVATION,2.0,Mammalia – other,other mammals,,
Petauroides volans,Southern Greater Glider,Animalia,Chordata,Mammalia,Diprotodontia,Pseudocheiridae,Petauroides,1900-01-01 00:00:00,,,,-36.550871,149.404499,NSW BioNet Atlas,,,occurrenceRemarks withheld,HUMAN_OBSERVATION,1.0,Mammalia – other,other mammals,,
